lat,long,ang
-49.32,-11.41,158.7
7.52,-22.67,249.73
11.22,-27.62,-161.73
11.42,-27.7,-161.14
12.17,-27.67,-160.65
11.89,-27.3,-160.6
11.89,-27.3,-160.6
6.21,-21.03,-123.72
4.24,-19.51,-118.99
0.95,-16.94,-113.18
0.95,-16.94,-113.18
-16.25,-96.31,-131.59
-16.25,-96.31,-131.59
-15.82,-94.46,-129.37
-11.76,-83.29,-85.77
-12.72,-79.31,-70.76
-12.9,-71.61,-57.52
-10.86,-45.39,-43.61
-10.57,-49.68,-45.01
-10.57,-49.68,-45.01
